station_name,bus_board_total,bus_alight_total,bus_total_count,route_count
남구로역(00096),2696,3687,6383,1
서대문역사거리(00049),4688,1695,6383,1
어린이대공원앞(00060),3289,3093,6382,1
신용산초등학교(00061),2436,3946,6382,1
우이초등학교후문(00085),1401,4980,6381,1
수유역.노스페이스문화센터(00035),2691,3690,6381,1
신사초등학교(00016),2186,4195,6381,1
거여역1번출구(00011),4884,1495,6379,1
어울림마을입구(00091),2059,4320,6379,1
현대아파트.개봉중앙시장(00023),3893,2486,6379,1
독산동정훈단지(00031),3752,2626,6378,1
늘푸른공원.면목라온프라이빗(00084),2656,3720,6376,1
독산동쌈지공원(00078),2400,3976,6376,1
신화중학교(00088),1425,4951,6376,2
이수역5번출구(00004),5113,1262,6375,2
서울과학수사연구소입구(00005),5405,969,6374,1
두산위브진주아파트(00002),6360,14,6374,2
장곡초교(00096),1218,5155,6373,1
벽산아파트103동(00004),6187,185,6372,1
녹사평역(00024),4193,2179,6372,1
새마을운동중앙회(00015),3359,3013,6372,1
종암SK아파트(00060),2982,3390,6372,1
개봉1동사거리(00007),3091,3278,6369,1
남성초등학교(00058),1519,4850,6369,1
예능교회(00036),2760,3609,6369,1
성대야구장노원교앞(00125),821,5548,6369,2
KT강서지사(00058),2849,3518,6367,1
쌍문초등학교(00061),3359,3008,6367,1
자양고교앞(00004),5565,802,6367,1
우리은행청담지점.청담삼익아파트(00036),2475,3892,6367,1
방배그랑자이아파트(00024),1168,5198,6366,1
경남아파트.북아현119안전센터(00023),285,6081,6366,1
당산동진로아파트(00031),2589,3777,6366,1
묵동자이.신도브래뉴아파트(00071),3514,2851,6365,1
한전서대문은평.북한산푸르지오(00048),2818,3547,6365,2
종합운동장(00074),549,5815,6364,1
우성아파트.양재초등학교(00042),5192,1171,6363,1
중앙농협군자지점(00037),4083,2280,6363,1
위례동주민센터.위례스타힐스(00093),1695,4668,6363,1
삼성역2번출구(00082),1223,5139,6362,1
천주교화양동성당(00016),2983,3377,6360,1
국립재활원(00011),5369,991,6360,1
공대입구(00062),1345,5014,6359,1
영빌딩앞(00036),3265,3094,6359,1
샘말어린이공원(00034),60,6298,6358,1
쑥고개입구(00013),5359,999,6358,1
국민은행세검정지점(00109),1884,4474,6358,1
중계주공4단지(00008),4545,1813,6358,1
불광지구대(00051),1556,4801,6357,1
금호사거리(00025),2604,3753,6357,1
개포중학교(00044),666,5691,6357,1
도봉구청(00009),5080,1276,6356,1
경기여고(00118),1849,4507,6356,1
뱅뱅사거리.역삼동(00014),3186,3168,6354,1
서울북부지방법원.검찰청.도봉역성황당(00047),4333,2021,6354,1
성덕정길입구(00012),5224,1130,6354,1
증산역.증산동주민센터(00086),3971,2382,6353,1
증산종합시장.증산중학교입구(00064),2764,3589,6353,1
강서면허시험장.메이필드호텔(00057),329,6023,6352,1
서울특별시북부병원(00097),3299,3053,6352,1
하안4동주민센터.하안주공4.10단지(00089),737,5615,6352,1
서울시립청소년성문화센터(00033),2182,4170,6352,1
동교동삼거리(00065),2632,3719,6351,1
한성화교중고교.서대문소방서(00028),4667,1684,6351,1
묵동구길(00061),4400,1951,6351,1
한국예술종합학교(00021),4367,1983,6350,1
조원힐스테이트뉴포레아파트(00080),2072,4278,6350,1
신길건영아파트(00027),3753,2597,6350,1
예림디자인고.오류고.서울공연예술고(00045),662,5688,6350,1
상계주공1단지.한국성서대학교(00016),3305,3044,6349,1
경동시장사거리(00039),5538,811,6349,1
용산우체국(00036),1949,4400,6349,1
한국예술종합학교(00104),2721,3627,6348,1
새마을금고(00004),5968,380,6348,1
싸리고개공원교차로(00014),3577,2770,6347,1
부천우편집중국.부천실업고(00088),3436,2911,6347,1
삼성래미안(00008),3293,3054,6347,1
개포1동주민센터.개포고등학교(00006),5788,559,6347,1
동교로사거리(00049),5538,809,6347,1
한국출판콘텐츠센터(00008),3317,3029,6346,1
가양역9번출구.우성아파트(00024),3400,2946,6346,1
성산2교(00026),1728,4617,6345,1
떡전교앞(00022),3993,2351,6344,1
구로시장(00036),4112,2232,6344,1
도곡역2번출구.동부센트레빌(00029),3860,2484,6344,1
주을곡(00008),4041,2303,6344,1
명지대사거리(00051),1721,4622,6343,1
송파책박물관.헬리오시티(00029),2931,3412,6343,1
목동12.13단지사잇길(00020),4605,1738,6343,1
서울호서전문학교.등촌주공3단지아파트(00031),2670,3672,6342,2
초안교(00068),3779,2563,6342,1
별내리슈빌아파트(00125),1500,4842,6342,1
동문아파트(00087),1031,5311,6342,1
개포1동주민센터.개포고등학교(00029),1727,4615,6342,1
월드컵경기장서측.문화비축기지(00058),800,5541,6341,1
자양사거리(00026),553,5788,6341,1
은행마을3단지.일산자이센트리지.일산자이더헤리티지(00089),1690,4651,6341,1
방화2단지아파트(00015),4421,1920,6341,1
월드컵파크5단지.상암중고등학교입구(00071),5173,1168,6341,1
삼성광나루아파트(00039),4186,2154,6340,1
한성화교중고교.서대문소방서(00043),2753,3586,6339,1
서초동유원아파트(00057),3090,3249,6339,1
노량진역3번출구(00012),13,6326,6339,1
삼청공원(00001),6046,292,6338,1
응암초교.백련산힐스테이트3차(00031),3099,3239,6338,1
네이처힐5단지(00050),5515,823,6338,1
은평성모병원(00043),87,6250,6337,1
정보과학도서관(00028),3704,2632,6336,1
래미안퍼스티지정문(00020),2112,4224,6336,1
성현동동아아파트(00035),1321,5015,6336,1
목동3단지(00014),4937,1399,6336,1
석계역1번출구A(00001),6260,75,6335,1
장위자이레디언트아파트(00061),4031,2304,6335,1
강동구청역1번출구.영파여고(00064),2677,3658,6335,1
옥정중학교입구(00047),3432,2903,6335,1
남영역.민주화운동기념관(00042),324,6009,6333,1
전쟁기념관(00023),4239,2092,6331,1
디지털3단지.(주)로옴코리아(00029),2479,3852,6331,1
가라뫼.한전앞(00073),3566,2765,6331,1
대조시장앞(00023),1264,5066,6330,1
시흥동은행나무.은행나무시장(00053),36,6294,6330,1
면목7동주민센터.면남초등학교(00027),3495,2834,6329,1
서울교통공사사당별관(00044),1773,4556,6329,1
수락산역4번출구(00032),3813,2516,6329,1
경복궁(00061),1949,4380,6329,1
한남시범아파트(00057),2688,3641,6329,1
온수역(00039),38,6290,6328,1
구의사거리.광진소방서앞(00020),4004,2324,6328,1
모세로삼거리.광명시보훈회관(00011),4231,2097,6328,1
동도하이츠아파트(00122),2061,4266,6327,1
철산센트럴푸르지오(00084),2199,4128,6327,1
답십리2동시온교회앞(00045),3247,3079,6326,1
양평동한솔아파트(00037),5277,1048,6325,1
동빙고동(00082),4877,1448,6325,1
반포한강공원.세빛섬(00071),4093,2231,6324,1
양천문화회관.양천일자리센터(00040),2309,4015,6324,1
중곡2동주민센터앞(00042),3749,2575,6324,1
노량진초등학교앞(00025),3050,3274,6324,1
서울호서전문학교.등촌주공3단지아파트(00098),3349,2974,6323,1
한남오거리(00069),2560,3762,6322,1
방배동래미안타워.동덕여중고(00057),4137,2185,6322,1
에이스하이엔드타워2차.G밸리산업박물관(00028),3054,3268,6322,1
안양천입구(00026),2672,3649,6321,2
금천구청.금천경찰서(00057),2002,4319,6321,1
도덕초등학교(00034),5550,770,6320,1
역삼역6번출구(00056),1239,5081,6320,1
원효로풍전아파트(00078),2275,4045,6320,1
기업은행구로중앙지점(00009),2871,3449,6320,1
제기시장(00034),1481,4838,6319,1
난곡입구(00041),2642,3677,6319,1
용산우체국(00041),1358,4961,6319,1
이대부중(00028),556,5762,6318,1
거여초등학교(00049),1729,4588,6317,1
고강사거리(00036),4392,1925,6317,1
마들역(00046),3812,2505,6317,1
용산역사박물관.용산철도고등학교(00077),4835,1481,6316,1
만자고개(00005),6110,205,6315,2
대방역(00026),2689,3626,6315,1
양남사거리(00053),3915,2400,6315,2
난지한강공원(00044),875,5440,6315,1
왕십리역(00067),4409,1905,6314,1
도봉면허시험장(00030),1558,4754,6312,1
원효로풍전아파트(00059),1415,4897,6312,1
개봉사거리(00009),3131,3180,6311,1
영등포교보생명(00032),3584,2727,6311,1
양천구청역(00022),4910,1401,6311,1
신내7단지아파트홈플러스(00113),182,6128,6310,1
신반포역4번.래미안퍼스티지(00023),4731,1579,6310,1
구일역.중앙유통상가(00025),3178,3131,6309,1
한국산업인력공단(00008),2097,4212,6309,1
선유중학교(00004),2988,3321,6309,1
제일은행사거리(00008),5815,493,6308,1
화곡푸르지오(00031),3807,2501,6308,1
화곡2동주민센터(00037),2021,4287,6308,1
상명대정문(00016),664,5644,6308,1
중마초등학교.중곡제일골목시장앞(00034),4529,1778,6307,1
동작구청.동작보건소건강관리청(00042),3941,2366,6307,1
현대아파트경남아파트(00048),5350,956,6306,2
래미안포레아파트(00089),574,5731,6305,1
등촌2동주민센터.등촌동대림아파트(00054),2609,3696,6305,1
강일초등학교(00103),47,6258,6305,1
블루나인비지니스센터(00029),4413,1891,6304,1
항동하버라인3단지(00090),2733,3571,6304,1
구로디지털단지입구(00026),5933,371,6304,1
내발산복합복지센터(00054),3007,3297,6304,1
이수교(00042),3010,3293,6303,1
우림시장.망우사거리(00133),2333,3969,6302,1
가양9단지아파트(00028),4600,1702,6302,1
시조사삼거리.회기역(00019),2780,3522,6302,1
한전서대문은평.북한산푸르지오(00086),2199,4103,6302,1
자연대.행정관입구(00008),1246,5056,6302,1
도곡한신아파트(00007),4604,1697,6301,2
상명고등학교.성원아파트(00063),2646,3653,6299,1
서초2동주민센터서이초등학교(00073),1846,4452,6298,1
꿈의숲아이파크아파트(00005),5682,615,6297,1
서강대학교(00083),3295,3002,6297,1
이태원119안전센터(00030),4008,2289,6297,1
한양아파트입구.삼덕상운(00017),3569,2727,6296,1
신도초교.은평메디텍고등학교(00012),5873,423,6296,1
북서울자이폴라리스입구(00016),2249,4047,6296,1
상계주공10단지(00011),3780,2515,6295,1
강북노인종합복지관(00052),3103,3192,6295,1
신도초교.은평메디텍고등학교(00009),2658,3634,6292,1
법조단지(00059),2481,3811,6292,1
한천로쌍용아파트앞(00031),4039,2253,6292,1
당산동진로아파트(00065),2279,4012,6291,1
성산2동주민센터(00048),1067,5223,6290,1
서림아파트(00030),3770,2520,6290,1
만가대.솔뫼중학교(00019),3848,2441,6289,1
우리은행신정동지점(00077),2968,3321,6289,1
신촌로터리(00063),1365,4924,6289,1
영등포시장역3번출구(00052),5787,502,6289,1
신서고교.영상고교입구(00073),2335,3953,6288,1
경춘선숲길.화랑대철도공원(00108),769,5519,6288,1
능동교회앞(00069),2993,3295,6288,1
삼육서울병원(00049),3335,2952,6287,1
구의2동주민센터입구(00040),3587,2699,6286,1
남문시장입구(00007),4027,2259,6286,1
구민회관앞(00101),3904,2382,6286,1
영훈중고후문.길음래미안센터피스(00010),2143,4143,6286,1
송파나루역(00081),2460,3826,6286,1
관악우체국.에이치플러스양지병원(00048),2941,3345,6286,1
삼성래미안아파트앞(00043),1518,4768,6286,1
하계미성아파트.을지병원(00107),32,6254,6286,1
녹번역(00046),3695,2590,6285,1
면곡시장앞(00030),2865,3420,6285,1
신설동역(00056),3396,2889,6285,1
뚝섬서울숲(00043),549,5736,6285,1
응봉초등학교.대림아파트(00009),4203,2081,6284,1
가리봉파출소(00015),2300,3984,6284,1
시흥사거리(00028),2157,4127,6284,1
월드컵파크2단지.에스플렉스센터(00034),6002,281,6283,1
화곡8동주민센터.까치산시장(00015),5272,1011,6283,1
연희동대우아파트(00026),2782,3501,6283,1
비산로제비앙(00010),4659,1624,6283,2
화곡역5번출구(00010),4829,1453,6282,1
수자원공사광명가압장(00016),3496,2785,6281,1
서대문구청.보건소.구의회(00005),5653,628,6281,1
은곡마을.강남신동아파밀리에(00083),4205,2076,6281,2
신월1동주민센터.신월보건지소(00033),2819,3461,6280,1
보람아파트상가(00019),3469,2810,6279,1
안양여중고(00033),3103,3176,6279,1
서대문우체국(00033),3686,2592,6278,2
세브란스병원(00027),1491,4787,6278,2
금천평생학습관.독산초등학교(00013),3236,3042,6278,1
신월5동주민센터.신월중학교(00036),3068,3209,6277,1
동대문구.성동구선거관리위원회(00047),1758,4519,6277,1
명덕고등학교.서울스타병원(00035),2309,3967,6276,1
대림대학(00068),1156,5120,6276,1
대륭테크노타운8차(00021),3392,2883,6275,1
청계2가.삼일교(00079),4792,1482,6274,1
아만티호텔서울(00032),3203,3071,6274,1
미림여고.미림마이스터고등학교(00023),5673,601,6274,1
별내리슈빌아파트(00007),4947,1326,6273,1
숭곡초교후문(00015),3170,3103,6273,1
황실자이아파트(00020),987,5286,6273,1
은하수아파트(00027),768,5504,6272,1
신내4단지아파트(00045),2921,3351,6272,1
일산동구청(중)(00110),3059,3212,6271,1
은정초등학교(00027),5203,1068,6271,1
서울백영고등학교(00074),1452,4819,6271,1
고덕역1번출구(00030),1361,4910,6271,1
금빛공원앞(00044),4170,2100,6270,1
빨래골입구.서울수유초등학교(00054),3037,3232,6269,1
대림5차아파트702동(00008),3701,2568,6269,1
종합운동장사거리(00068),4289,1979,6268,1
성남역.백현마을2단지(00021),4669,1599,6268,1
믿음슈퍼(00024),27,6241,6268,1
코스모타워.서울신용보증재단성동지점(00016),2429,3839,6268,1
이문동삼익아파트(00056),2806,3461,6267,1
문래동남성아파트(00074),3276,2991,6267,1
북가좌동삼거리(00022),2743,3522,6265,1
용산푸르지오써밋(00078),4607,1658,6265,1
하안2동주민센터.하안주공1.2.3.4단지(00088),707,5558,6265,1
광장중학교앞(00026),5406,859,6265,1
신덕성결교회(00042),1852,4413,6265,1
잠원한신아파트(00038),3692,2573,6265,1
동도하이츠아파트(00060),2141,4123,6264,1
천호3동주민센터(00037),1056,5208,6264,1
발산역5번출구(00049),1787,4477,6264,1
노원역6번출구.상계주공3단지(00031),3297,2967,6264,1
보문역4번출구(00094),4333,1930,6263,1
부천상상거리(00015),4003,2260,6263,1
동작상떼빌아파트(00026),3704,2558,6262,1
형촌마을입구(00071),3691,2571,6262,1
시립대입구(00011),2936,3325,6261,1
마천사거리(00051),985,5276,6261,1
DMC래미안e.편한세상요진아파트(00034),3915,2346,6261,1
신내8단지아파트.서울의료원(00009),3601,2660,6261,1
구산역1번출구.예일여고(00080),1371,4890,6261,1
과천중앙공원.KT과천지사(00041),3893,2367,6260,1
복정동주민센터(00098),2012,4248,6260,1
만안구청(00019),3629,2630,6259,1
북가좌초교사거리(00047),2986,3273,6259,1
상원(00073),3734,2524,6258,1
우리슈퍼(00013),330,5928,6258,1
신내우디안아파트107동앞(00073),43,6214,6257,1
상봉터미널(00106),757,5500,6257,1
길동신동아아파트(00064),3003,3254,6257,1
영동대교북단(00019),5149,1107,6256,1
군인공제회관(00041),4874,1382,6256,1
답십리래미안위브아파트(00104),1963,4293,6256,1
퇴계로6가.광희동주민센터(00086),3381,2875,6256,1
서울고등학교(00022),4220,2035,6255,1
법조타운공영주차장(00127),755,5499,6254,2
구암초등학교정문(00005),2975,3278,6253,1
충정로역2번출구(00052),3293,2960,6253,1
신월3동주민센터.신월3동우체국(00062),2039,4214,6253,1
한양대학교병원응급실(00017),417,5835,6252,1
서울과학기술대학교정문앞(00011),308,5944,6252,1
큰빛의집앞(00008),3565,2686,6251,1
RSM타워.르노코리아서부사업소(00011),3754,2497,6251,1
영휘원사거리.(구)홍릉사거리(00052),5315,936,6251,1
한국과학기술원.홍릉초등학교(00079),1897,4354,6251,1
원효로3가(00019),4249,2002,6251,1
아이파크714동앞(00054),107,6144,6251,1
석촌역(00071),3804,2446,6250,2
숭미초등학교(00019),3714,2536,6250,1
서울경찰청86.87기동대.우남아파트(00067),1441,4809,6250,1
대림1동주민센터(00031),4041,2208,6249,1
연희104고지앞.궁동근린공원(00045),3410,2838,6248,1
단대부고.대치아이파크아파트(00065),788,5459,6247,1
홍제삼거리.인왕산한신휴플러스(00012),4702,1545,6247,1
광산사거리(00061),2311,3935,6246,1
개포주공5단지경기여고(00009),3260,2986,6246,1
서빙고동(00084),1716,4530,6246,1
몽촌토성역.한성백제역(00045),3508,2738,6246,1
연지타운2단지(00034),1453,4793,6246,1
성동고등학교(00039),3388,2857,6245,1
광성중고등학교(00074),2781,3464,6245,1
한티역6번출구(00072),1717,4528,6245,1
노량진수산시장.CTS기독교TV(00031),5420,825,6245,1
먹골역4번출구(00055),2049,4195,6244,1
을지로6가.국립중앙의료원(00084),2241,4003,6244,1
중랑경찰서정문.우디안101동앞(00074),76,6168,6244,1
응암정보도서관(00064),1306,4937,6243,1
서초유스센터.서초아트자이(00029),2012,4230,6242,1
금화초등학교.서울시교육청(00064),2673,3569,6242,1
흑석동효사정앞(00080),4817,1424,6241,1
본서부병원(00028),3755,2486,6241,1
보광동(00024),2972,3269,6241,1
대림6차태영프라자(00049),1211,5030,6241,1
남부초교후문(00003),6214,27,6241,1
광성초교(00009),4808,1433,6241,2
풍납2동주민센터(00058),1706,4534,6240,1
서울대벤처타운역.삼성동시장(00009),4452,1787,6239,1
약수터(00074),4558,1681,6239,1
종합운동장사거리(00062),2786,3451,6237,1
장안초등학교(00026),2893,3343,6236,1
금호.한솔아파트(00063),2012,4223,6235,1
가락시장.헬리오시티(00054),2589,3644,6233,1
서울우유앞(00044),2974,3258,6232,1
백련산힐스테이트4차(00061),559,5673,6232,1
서초푸르지오써밋.롯데캐슬클래식(00044),4696,1536,6232,1
월계주공2단지(00047),130,6101,6231,1
은곡마을.강남신동아파밀리에(00048),28,6203,6231,1
장충단로입구(00036),1527,4704,6231,1
양천향교역8번출구.양천초교(00005),2107,4123,6230,1
한국가스기술공사(00050),3141,3089,6230,1
성내주유소(00035),1202,5027,6229,1
노원문화예술회관.불암초등학교(00054),97,6132,6229,1
신한은행데이터센터(00068),3551,2678,6229,1
구립행복마루어린이집(00005),5585,643,6228,1
방약국앞(00096),2689,3539,6228,1
무학여고(00027),3373,2855,6228,1
올림픽회관(00076),2392,3835,6227,1
마리오아울렛(00002),3737,2490,6227,1
관악고등학교(00030),2832,3394,6226,1
샛별마을.우방아파트(00015),5990,236,6226,2
고덕삼환.주공9단지아파트(00015),4357,1868,6225,1
우리은행서교동지점(00013),1745,4480,6225,1
서일초등학교(00026),2774,3451,6225,1
장안초등학교(00041),2573,3652,6225,1
용산전자상가.전자랜드(00059),3434,2790,6224,1
한양여대앞(00038),6137,85,6222,1
길상마트(00017),3806,2416,6222,1
한양대앞.한양시장(00027),3323,2899,6222,1
DMC파크뷰자이별동상가(00026),4186,2035,6221,1
삼성래미안파크팰리스아파트앞(00049),2593,3628,6221,1
서울성심병원(00061),3578,2643,6221,1
강남한양수자인아파트(00008),3930,2291,6221,1
우신초등학교(00066),2781,3439,6220,1
삼호물산(00020),3944,2276,6220,1
용두시장앞(00089),3450,2769,6219,1
현대1차.우성3차아파트(00028),2076,4142,6218,1
논현아이파크(00062),3347,2871,6218,1
사직단.어린이도서관(00067),4463,1755,6218,1
장안현대홈타운앞(00020),4598,1619,6217,1
종로약국앞(00033),1780,4437,6217,1
서강초등학교(00024),914,5303,6217,2
이북오도청(00113),3233,2984,6217,1
성가복지병원(00052),2233,3983,6216,1
송산초교.상가단지(00011),4052,2164,6216,1
구룡초등학교(00022),764,5452,6216,1
개봉1동사거리(00029),3664,2551,6215,1
대치유수지체육공원(00078),924,5291,6215,1
손기정체육공원입구(00003),4538,1676,6214,1
아남.대우아파트(00055),4029,2183,6212,1
신덕성결교회(00045),2488,3724,6212,1
영등포시장(00072),2264,3947,6211,1
남부여성발전센터(00030),2271,3940,6211,1
충무아트센터.스포츠센터.중부소방서(00031),2607,3604,6211,1
디지털미디어시티역3번출구A(00056),2680,3531,6211,1
잠실엘스아파트앞(00041),2770,3439,6209,1
과천동주민센터(00092),2437,3772,6209,1
연희104고지앞.궁동근린공원(00048),5291,917,6208,1
구로SKV1.제일풍경채포레스트(00013),2150,4058,6208,1
서울대학교치과병원.동물병원(00055),479,5729,6208,2
가좌행복주택.건영월드컵아파트(00013),2642,3565,6207,1
마장역(00021),1750,4456,6206,1
성남우체국(00110),2003,4203,6206,1
수궁119안전센터(00028),94,6112,6206,1
삼룡사입구(00006),5269,936,6205,1
북서울꿈의숲(00037),3433,2772,6205,1
DMC센트럴아이파크아파트(00021),3935,2270,6205,1
신도림중학교(00012),2776,3428,6204,1
무역센터.삼성역(00044),917,5286,6203,2
우리은행청담지점.청담삼익아파트(00081),2720,3483,6203,2
월드컵파크4단지후문.JTBC(00084),587,5615,6202,1
여의도순복음교회(00060),6007,195,6202,1
삼양동사거리(00015),916,5286,6202,1
DMC리버파크자이(00046),1305,4896,6201,1
촬영소사거리.동답초등학교(00056),883,5318,6201,1
을지로3가(00049),4575,1626,6201,1
서부여성발전센터(00056),3367,2833,6200,1
대치역1번출구(00029),2604,3596,6200,1
인덕대학교정문입구(00002),6162,37,6199,1
서울성심병원(00038),4695,1504,6199,1
서원동승리교앞(00046),3553,2646,6199,2
연지공원앞(00035),669,5529,6198,1
방죽마을(00008),5221,977,6198,1
떡전교앞(00012),3662,2535,6197,1
화랑대사거리(00107),2507,3689,6196,1
부천시청.중동힐스테이트(00012),3286,2909,6195,1
서울혁신파크(00019),3459,2736,6195,1
수도여고.남부수도사업소(00031),4284,1911,6195,1
신현중학교(00016),1395,4799,6194,1
벽산디지털밸리(00012),1458,4735,6193,1
한국거래소(00040),3790,2403,6193,1
동명여고.천주교불광동성당(00056),1788,4405,6193,1
방학사거리(00023),2837,3355,6192,1
신사초등학교(00014),1222,4970,6192,1
송파동삼익아파트(00045),1418,4773,6191,1
대경생활과학고등학교(00022),73,6118,6191,1
성수119안전센터(00012),4424,1767,6191,1
이문동현대아파트(00008),4764,1427,6191,1
옥정중학교입구(00087),2821,3370,6191,1
석관동코오롱아파트(00030),3675,2516,6191,1
더샵분당파크리버.헬스케어혁신파크(00010),5954,235,6189,3
상계6동우체국(00015),4567,1621,6188,1
독박골.북한산래미안APT앞(00017),3233,2955,6188,1
상암고등학교(00004),5326,861,6187,3
한국무역센터.삼성역(00014),4785,1402,6187,1
중소기업은행(00045),1481,4705,6186,1
신논현역3번출구.교보타워사거리(00009),2291,3894,6185,1
금호어울림.대원칸타빌아파트(00008),3976,2209,6185,1
LH수서아파트(00047),5816,368,6184,1
DMC첨단산업센터(00036),3547,2637,6184,1
장곡초교사거리(00006),5412,772,6184,1
동아하이빌(00029),4320,1864,6184,1
영등포농협.신길2동새마을금고(00045),4195,1989,6184,1
독산사거리.한국전력구로금천지사(00012),1857,4327,6184,1
창신교회앞.서리풀노리학교(00011),3728,2455,6183,1
중곡문화체육센터(00031),3545,2637,6182,1
우리은행신정동지점(00022),3799,2383,6182,1
강남경찰서.강남운전면허시험장(00030),2188,3994,6182,1
서강대학교(00025),1871,4310,6181,1
월드컵파크5단지(00040),1221,4960,6181,1
남부시장(00015),2769,3412,6181,1
아리랑고개.아리랑시네미디어센터(00066),4477,1703,6180,1
은평구청(00026),5165,1015,6180,1
벽산디지털밸리2차(00020),1153,5027,6180,1
증미역3번출구.강서소방서(00026),3994,2186,6180,1
떡전교사거리.동대문노인복지관(00026),2973,3206,6179,1
현대홈타운아파트(00009),99,6080,6179,2
유진상가(00012),1762,4416,6178,2
새서울병원(00097),1379,4799,6178,1
동산교회앞(00082),1003,5175,6178,1
세이브마트앞(00090),1063,5115,6178,1
망우금호어울림아파트(00008),5212,965,6177,2
서부면허시험장(00076),760,5417,6177,1
신길건영아파트(00084),2498,3679,6177,1
진명여고(00075),903,5273,6176,1
뚝도시장(00068),819,5356,6175,1
신촌역8번출구(00042),4936,1239,6175,1
동부센트레빌324동앞(00006),3234,2941,6175,1
솔샘사거리(00020),3200,2974,6174,1
십자성마을(00026),4420,1753,6173,2
가리봉시장(00075),3206,2967,6173,1
사당역13번출구(00038),31,6141,6172,1
삼환아파트(00070),3600,2572,6172,1
가든호텔.삼성프라자(00032),3855,2316,6171,1
양강중학교(00097),1017,5153,6170,2
홍대입구역(가상)(00047),6097,73,6170,1
문성골(00023),3669,2500,6169,1
동방아파트(00078),1056,5112,6168,1
서울경찰청86.87기동대.우남아파트(00044),4744,1424,6168,1
방배열린문화센터.가야치과병원(00031),2566,3602,6168,1
신정학마을아파트(00052),2111,4057,6168,1
명지병원.은빛마을5단지(00027),2160,4007,6167,1
노들섬(00038),1753,4414,6167,2
을지로4가.베스트웨스턴국도(00050),4063,2104,6167,1
e편한세상서울대입구아파트(00049),2665,3501,6166,1
영등포구청.우리은행(00024),2000,4166,6166,1
영파여고.강동구청역(00028),3862,2304,6166,1
백석역(중)(00017),2600,3565,6165,1
청화병원(00051),3018,3147,6165,1
한티역2번출구.서울강남고용노동지청(00056),1942,4222,6164,1
성뒤마을.교육연수원(00056),3096,3068,6164,1
하계시영아파트(00105),219,5945,6164,1
강서세무서(00016),4921,1243,6164,1
서울역(00038),4529,1634,6163,1
이촌동강촌아파트(00078),4306,1857,6163,1
뚝섬서울숲(00044),5838,325,6163,1
청계5가.광장시장(00030),2969,3194,6163,1
화곡중고등학교(00018),3315,2847,6162,1
증산역.증산동주민센터(00046),2480,3682,6162,1
KBS스포츠월드(00051),3969,2193,6162,1
경문고등학교(00041),3690,2471,6161,1
영등포로터리(00046),1849,4311,6160,2
문정로데오거리입구(00074),1752,4408,6160,2
갈월동(00046),3200,2960,6160,2
두산아파트.도심공항수락터미널(00050),634,5525,6159,1
현대아이파크아파트(00044),1260,4899,6159,1
잠실엘스아파트앞(00027),2242,3917,6159,1
구세군강북종합사회복지관입구(00129),486,5673,6159,1
북가좌동삼거리(00081),849,5309,6158,1
영동중앙교회(00070),4479,1679,6158,1
명덕고등학교.서울스타병원(00032),3472,2686,6158,1
리버하우스(00048),2624,3533,6157,1
관악고등학교(00070),3394,2762,6156,1
화곡중앙골목시장(00086),244,5912,6156,1
개포1동주민센터(00006),4822,1334,6156,1
하나로마트.코트라(00036),1881,4275,6156,1
월계2교.참누리아파트(00008),2271,3884,6155,1
인창중고(00040),3913,2242,6155,1
두산아파트113동(00008),307,5847,6154,1
한천로입구(00098),1859,4295,6154,1
천주교서울대교구홍병철관(00021),2735,3419,6154,1
천일초교사거리(00048),1880,4273,6153,1
화곡역8번출구(00105),1589,4564,6153,1
명일중학교(00102),1984,4168,6152,1
서울과학수사연구소입구(00065),851,5301,6152,1
길음뉴타운데시앙.정릉동아아파트(00102),354,5797,6151,1
뚝섬서울숲(00034),2953,3198,6151,1
도덕초등학교(00009),788,5363,6151,1
방학동우성아파트(00025),5018,1132,6150,1
광명시청.한국폴리텍대학(00088),2512,3638,6150,1
영림중학교(00039),4122,2028,6150,1
신풍역5번출구.베뉴비안(00040),4016,2134,6150,1
서울방이동고분군(00009),4708,1441,6149,1
신월문화체육센터(00081),670,5479,6149,1
논현아이파크(00036),1707,4442,6149,1
뚝섬역4번출구(00061),2615,3533,6148,1
기업은행.용마사거리(00008),5361,787,6148,1
양천문화회관.양천일자리센터(00098),969,5178,6147,1
주공1.2단지한진아파트(00043),3769,2378,6147,1
스타밸리앞(00092),49,6097,6146,1
세검정.세검정성당(00070),3073,3073,6146,1
안양천입구(00029),2302,3844,6146,2
신양초등학교앞(00015),4731,1415,6146,1
영도초등학교(00020),2898,3248,6146,1
발산역2번출구(00032),4346,1799,6145,1
중계역(00079),1650,4495,6145,1
숭례문.서울역4번출구(00045),4801,1344,6145,1
안양천입구(00034),3607,2538,6145,1
문덕초등학교.문정고등학교(00053),1316,4828,6144,1
수송초등학교(00084),358,5786,6144,1
가락시장남문(00013),3667,2477,6144,2
호림박물관(00016),3813,2331,6144,1
장안현대홈타운앞(00017),4857,1287,6144,1
후곡롯데아파트(00007),4305,1838,6143,1
시흥사거리.금천파출소(00024),1151,4992,6143,1
화곡중고등학교(00064),2989,3154,6143,1
자하문고개.윤동주문학관(00040),5340,803,6143,1
신촌아트레온(00024),580,5562,6142,1
식유촌우면성당.서초호반써밋(00035),2077,4065,6142,1
경동시장앞(00027),3511,2629,6140,1
양남사거리(00071),2703,3437,6140,1
