gu_name,admdong_name,living_admdong_cd,young_population,young_single_households,young_low_weekend_outing_group,young_very_low_outing_group,young_single_ratio,young_homebound_ratio,residential_dominance_score
성동구,성수2가3동,1104068,3801.0,1119.97,118.21000000000001,86.37,0.2946514075243357,0.05382267824256775,0.7474965405181784
강동구,천호3동,1125063,8508.0,2086.82,174.78,157.45,0.24527738598965682,0.03904913023037142,0.7391673272165001
양천구,신정4동,1115072,10611.0,2422.39,235.81,147.85,0.22829045330317593,0.036156818396004146,0.7187715701479676
중구,신당5동,1102065,3238.0,918.87,127.88,71.23,0.28377702285361334,0.06149166151945646,0.6460501358085937
은평구,진관동,1112071,12090.0,2583.95,198.91,209.93,0.2137262200165426,0.03381637717121588,0.6343016884932475
광진구,중곡3동,1105057,5265.0,1349.01,132.06,131.77,0.25622222222222224,0.05011016144349478,0.6036451824901309
종로구,가회동,1101060,1068.0,379.88,25.34,58.56,0.3556928838951311,0.07855805243445693,0.5736674818731987
동대문구,장안1동,1106087,10900.0,2134.79,230.6,255.29,0.19585229357798165,0.04457706422018348,0.5708256296172807
동작구,상도2동,1120054,8505.0,1896.5,178.21,181.98000000000002,0.2229864785420341,0.04235038212815991,0.565556813923007
용산구,원효로1동,1103072,5946.0,1595.85,143.11,71.32,0.2683905146316852,0.036062899428187016,0.5210045724731556
구로구,구로2동,1117071,9071.0,1802.74,204.68,242.4,0.19873663322676663,0.04928673795612391,0.5197710269850024
중랑구,중화2동,1107062,7402.0,1611.52,170.43,182.8,0.21771413131586057,0.04772088624696028,0.48319956876881276
은평구,응암3동,1112073,6856.0,1539.56,183.21,138.75,0.2245565927654609,0.046960326721120195,0.4592646116525609
강남구,청담동,1123078,7533.0,1638.42,127.64,205.38,0.2174990043807248,0.04420815080313288,0.412301006320716
강남구,세곡동,1123076,11690.0,2459.77,138.73000000000002,182.23,0.21041659538066723,0.02745594525235244,0.3980886047799372
강남구,신사동,1123051,4339.0,1132.66,98.13,111.41999999999999,0.26104171468080206,0.048294537911961276,0.39599382051964616
마포구,신수동,1114063,6578.0,1482.55,134.34,167.33,0.2253800547278808,0.04586044390392217,0.3952651074254794
서대문구,홍은2동,1113068,8369.0,1757.81,183.67,168.67999999999998,0.21003823634842872,0.042101804277691474,0.3878104019624632
성북구,석관동,1108085,10227.0,2003.6000000000001,196.93,208.82999999999998,0.1959127798963528,0.03967536912095434,0.37796763240015935
중랑구,묵2동,1107065,5465.0,1198.4099999999999,150.58,153.71,0.21928819762122595,0.05567978042086002,0.3631498696398616
관악구,미성동,1121083,9091.0,1863.97,137.89,215.31,0.20503464965350346,0.03885161148388516,0.3381834885726356
중구,다산동,1102070,4694.0,1245.04,92.5,97.64,0.26524073285044736,0.040507030251384746,0.33466447854463466
강북구,송중동,1109071,8154.0,1793.28,168.12,128.12,0.21992641648270786,0.03633063527103262,0.33207718143818743
강서구,공항동,1116069,7676.0,1791.58,151.62,96.28,0.23340020844189682,0.032295466388744136,0.32055842773681914
종로구,사직동,1101053,2587.0,812.33,54.22,64.19,0.31400463857750294,0.04577116350985697,0.3186081940989401
성동구,성수2가1동,1104067,5164.0,1166.33,130.23,142.21,0.22585786212238573,0.05275755228505035,0.3039569023466759
도봉구,쌍문3동,1110053,5131.0,1165.62,115.55,149.54000000000002,0.22717209121029036,0.05166439290586631,0.2847557465550619
금천구,독산3동,1118054,8619.0,1732.49,186.06,163.81,0.20100823761457245,0.04059287620373593,0.27325377853700633
강남구,일원1동,1123073,4436.0,1076.3799999999999,86.14,135.45,0.2426465284039675,0.04995266005410279,0.25719994386625167
서초구,방배4동,1122065,6350.0,1479.28,121.91,115.98,0.23295748031496064,0.03746299212598425,0.23360060850360523
중구,회현동,1102054,1191.0,378.33,35.82,52.74,0.3176574307304786,0.07435768261964736,0.20857481302723135
강서구,방화2동,1116071,6893.0,1591.47,133.57999999999998,96.56,0.23088205425794284,0.03338749455969824,0.199088050683338
성동구,송정동,1104069,3411.0,907.57,108.81,57.76,0.2660715332746995,0.04883318674875403,0.19665638092379037
서초구,양재1동,1122066,11752.0,2093.21,141.71,272.59,0.17811521443158612,0.035253573859768544,0.19652585477459403
양천구,목2동,1115052,9412.0,1852.3799999999999,152.59,181.07,0.1968104547386315,0.03545048873778155,0.19090773552268128
서대문구,북가좌2동,1113072,9345.0,1695.71,136.71,268.6,0.18145639379347245,0.04337185660781167,0.1875719242683979
중랑구,면목3·8동,1107072,7627.0,1499.8,171.59,168.54000000000002,0.19664350334338535,0.044595515930247805,0.18349288703656585
은평구,불광2동,1112072,7622.0,1571.0,121.42,178.07,0.20611388087116242,0.03929283652584624,0.16607012813903643
강서구,가양2동,1116065,4527.0,1120.12,102.46,89.34,0.24743096973713274,0.04236801413739784,0.14390913717669104
영등포구,대림1동,1119070,4772.0,1059.95,140.01,102.59,0.22211860854987428,0.050838222967309304,0.1243623147343511
은평구,역촌동,1112074,12752.0,1999.01,176.66000000000003,316.93,0.15676050815558343,0.038706869510664994,0.08822250131204021
마포구,염리동,1114061,5841.0,1322.41,111.38,111.34,0.22640130114706386,0.03813045711350796,0.08146208646285208
관악구,난곡동,1121081,7768.0,1236.06,115.0,341.53000000000003,0.15912203913491246,0.0587705973223481,0.07081911487394071
동대문구,답십리1동,1106091,8317.0,1607.6399999999999,168.56,143.66,0.1932956594926055,0.03753997835758086,0.06179332669649859
서초구,방배1동,1122062,4976.0,1184.22,74.07,120.02000000000001,0.2379863344051447,0.039005225080385855,0.058287026439807654
용산구,후암동,1103051,5198.0,1235.88,97.52,89.24000000000001,0.23776067718353214,0.035929203539823006,0.027344397156424866
중랑구,망우본동,1107073,9693.0,1655.33,154.27,241.15,0.17077581760033012,0.0407943877024657,0.024515170788972737
금천구,시흥1동,1118057,10081.0,1796.44,170.48,182.54,0.17820057533974804,0.035018351354032334,0.02096025358284201
광진구,구의3동,1105062,8482.0,1645.72,144.88,139.35,0.19402499410516388,0.03350978542796511,-0.008074339822324639
영등포구,여의동,1119054,9252.0,1393.9,102.27,376.65,0.1506593169044531,0.0517639429312581,-0.027530506584676456
은평구,갈현1동,1112055,5300.0,1033.0,92.77,186.84,0.1949056603773585,0.05275660377358491,-0.03907903748653413
강서구,화곡8동,1116063,7975.0,1483.3300000000002,130.17,175.24,0.18599749216300943,0.03829592476489028,-0.05791510839775127
성동구,왕십리도선동,1104071,7630.0,1526.27,130.22,121.15,0.2000353866317169,0.03294495412844037,-0.06573635571892486
강동구,성내3동,1125067,7115.0,1373.52,140.51,137.01999999999998,0.1930456781447646,0.03900632466619817,-0.07843434317754669
동작구,신대방1동,1120069,7091.0,1292.34,156.65,154.41,0.18225074037512337,0.04386687350162177,-0.09715365449901106
중랑구,면목7동,1107057,6427.0,1116.06,116.04,222.12,0.17365178154660027,0.052615528240236506,-0.09927299324462321
성동구,성수1가1동,1104065,5089.0,1108.66,69.84,136.79,0.21785419532324624,0.04060326193751228,-0.1103385975767581
광진구,자양2동,1105065,7458.0,1333.14,142.03,159.06,0.17875301689460982,0.040371413247519444,-0.17349594200850704
구로구,오류2동,1117068,12861.0,1920.1,108.49,296.4,0.14929632221444677,0.0314819998444911,-0.1875194299401982
성동구,왕십리2동,1104052,4988.0,981.1800000000001,135.04,105.08,0.19670809943865278,0.048139534883720934,-0.1997728223885621
마포구,도화동,1114075,6164.0,1243.06,114.82,107.95,0.20166450356911095,0.0361404931862427,-0.20335465973635192
영등포구,영등포본동,1119073,7155.0,1153.14,120.51,239.64999999999998,0.16116561844863733,0.05033682739343116,-0.20376361324986642
성동구,행당1동,1104056,4591.0,980.65,121.85,69.17999999999999,0.21360270093661513,0.041609671095621865,-0.25027712719998274
강북구,수유1동,1109063,5821.0,1086.43,112.42,143.91,0.1866397526198248,0.044035389108400616,-0.25666204278100013
동작구,사당5동,1120067,4353.0,998.33,86.69,66.77,0.2293429818515966,0.03525384792097404,-0.28369098933001674
강북구,송천동,1109072,6926.0,1097.8799999999999,121.82000000000001,207.01,0.1585157377995957,0.04747762056020791,-0.34776031475819724
송파구,가락본동,1124065,8135.0,1363.67,131.81,153.5,0.16762999385371852,0.0350719114935464,-0.3555838407337819
마포구,망원2동,1114070,5729.0,1048.43,80.02,161.75,0.18300401466224472,0.042201082213300746,-0.36660364179404864
종로구,숭인1동,1101070,1910.0,508.03999999999996,54.42,45.06,0.2659895287958115,0.05208376963350785,-0.3680341338776378
강동구,암사1동,1125072,9854.0,1446.1399999999999,120.52000000000001,244.92,0.14675664704688451,0.03708544753399635,-0.38002557060489073
중랑구,묵1동,1107064,9360.0,1380.38,146.0,218.32999999999998,0.14747649572649574,0.0389241452991453,-0.3810018765530435
은평구,불광1동,1112052,10493.0,1543.38,144.9,210.22,0.147086629181359,0.033843514724101784,-0.38646456000919827
강서구,염창동,1116051,11705.0,1725.33,172.84,159.96,0.14740111063648012,0.02843229389149936,-0.39565080539458314
은평구,녹번동,1112051,9349.0,1506.32,117.42,157.24,0.16112097550540164,0.02937854315969623,-0.4309772051664965
중랑구,면목2동,1107052,7004.0,997.7,110.96000000000001,254.15,0.1424471730439749,0.05212878355225586,-0.4458157293202596
영등포구,문래동,1119076,8942.0,1410.21,126.14,159.5,0.15770632968016104,0.03194363677029747,-0.4631396189398658
종로구,창신1동,1101067,1791.0,462.46999999999997,76.66,20.76,0.2582188721384701,0.05439419318816304,-0.46690805023689724
금천구,독산4동,1118055,4949.0,789.66,65.87,198.17,0.15955950697110527,0.05335219236209335,-0.5605206893632053
서초구,잠원동,1122055,8018.0,1358.96,109.9,99.28,0.16948865053629333,0.02608880019955101,-0.5717038372609142
강동구,천호1동,1125061,7641.0,1163.3799999999999,109.11,174.84,0.1522549404528203,0.037161366313309775,-0.5834105049454692
영등포구,신길4동,1119066,3643.0,728.08,83.68,78.67,0.19985726049958827,0.04456491902278343,-0.6000579124189485
노원구,상계2동,1111066,5518.0,840.5,87.73,186.56,0.15231968104385646,0.04970822761870243,-0.6308849217929084
광진구,중곡4동,1105058,8460.0,1231.25,95.59,186.1,0.14553782505910165,0.033296690307328604,-0.6620976011001805
마포구,용강동,1114059,5566.0,1004.94,79.21000000000001,102.8,0.1805497664390945,0.032700323392022994,-0.6679451514300659
노원구,상계6·7동,1111077,9155.0,1173.14,146.37,211.74,0.12814199890770073,0.03911632987438558,-0.6871494271971946
송파구,문정1동,1124068,6327.0,973.54,98.31,144.09,0.15387071281808123,0.03831199620673305,-0.7420619422997752
영등포구,신길5동,1119067,3520.0,686.49,103.9,46.47,0.19502556818181818,0.04271875,-0.7441389623412151
서초구,방배2동,1122063,6458.0,1072.18,98.84,98.65,0.16602353669866832,0.0305806751316197,-0.7464518684224275
양천구,목3동,1115053,6707.0,1058.96,121.17,101.03,0.15788877292381095,0.03312956612494409,-0.7511258585466487
동작구,사당2동,1120073,8525.0,1210.84,108.99,154.4,0.1420340175953079,0.030896187683284455,-0.764297446107324
동대문구,이문2동,1106090,5874.0,931.83,89.99,132.98,0.15863636363636363,0.03795880149812734,-0.7676259256801563
강남구,개포1동,1123068,4258.0,868.04,50.660000000000004,71.4,0.20386096759041802,0.028666040394551433,-0.7752990251978796
