d_gu_name,bjdong_nm,total_cnt,evening_2030_cnt,morning_2030_cnt,afternoon_2030_cnt,late_night_2030_cnt,weekday_2030_cnt,friday_2030_cnt,weekend_2030_cnt,adjusted_mobility_score,mobility_score,residential_dominance_score,young_single_ratio,young_homebound_ratio,evening_2030_ratio,morning_2030_ratio,afternoon_2030_ratio,late_night_2030_ratio,weekday_2030_ratio,friday_2030_ratio,weekend_2030_ratio,commercial_zone_ratio,residential_zone_ratio,food_sales_ratio,daytime_influx_ratio,commercial_potential_score,bjdong_cd,candidate_type,visit_pattern_type,residential_filter
은평구,수색동,824732.79,45167.49,5698.08,79400.62,19898.329999999998,144752.88,32687.57,60071.2,1.5203699679065457,1.5203699679065457,-1.2750370636465302,0.15995849802371542,0.02358893280632411,0.19016957694496248,0.023990738980593163,0.33430200160707907,0.08377833255758191,0.6094559151098483,0.13762512280976533,0.2529189620803864,0.0,0.0,0.0,1.0,1.5203699679065457,11380650,관찰 필요,불명확,방문성 검토
용산구,한남동,1749324.17,68395.34,30690.7,336664.91,40883.66,435026.1,118902.21,224966.9,1.5196328805059145,2.7082050008449143,1.697960171912857,0.35869029035279426,0.0426397127692788,0.08781070819526544,0.03940286139389662,0.4322338944670105,0.052489294419977246,0.5585168510665254,0.15265495085019204,0.2888281980832826,0.0,0.0,0.0,1.0,1.5196328805059145,11170685,광역 목적지형,불명확,혼재형 (상권+거주)
동작구,상도동,4835368.95,314874.39999999997,30834.83,625678.77,101055.76,1138457.33,238206.2,357942.95999999996,1.5135535759953491,2.5469517635525354,1.4762831250816948,0.2731815949114495,0.04817813881230334,0.19953380621627714,0.017496536485590075,0.3333745739988273,0.06394156145883464,0.6371759708628713,0.13750736959554402,0.22531665954158472,0.0,0.0,0.0,1.0,1.5135535759953491,11590540,관찰 필요,생활 밀착형,방문성 검토
송파구,방이동,2929463.4,200686.64,22303.980000000003,366247.5,66130.77,626017.1799999999,167206.94,315254.08999999997,1.2603865093561275,2.2465803241417683,0.8358932994455529,0.27261431926278795,0.0448173318518398,0.1658865881905897,0.02178693956965909,0.349026790633316,0.05614777625009494,0.5739990734101035,0.1491738938788805,0.2768270327110161,0.0,0.0,0.0,1.0,1.5103865093561275,11710562,광역 목적지형,목적 방문형,혼재형 (상권+거주)
강남구,세곡동,1778161.96,86937.52,18019.52,164563.68,30069.59,310953.29,70019.97,112853.94,1.5088702814020358,1.7875323047479919,0.3980886047799372,0.21041659538066723,0.02745594525235244,0.1760484639161229,0.03648952508083799,0.33324142534068596,0.06089091487872681,0.629680361875571,0.14179042790676577,0.22852921021766318,0.0,0.0,0.0,1.0,1.5088702814020358,11680700,관찰 필요,생활 밀착형,방문성 검토
영등포구,양평동,2461747.83,133444.02,31587.840000000004,303786.1,43364.149999999994,580450.1599999999,134808.33,203923.7,1.4949600181318874,2.3668194821643613,1.2455135200463914,0.29878610515235166,0.042526467298876026,0.14506773238927725,0.03415920480572425,0.33116305029776916,0.0470327254645123,0.631257335218055,0.14660881966164263,0.22213384512030232,0.0,0.0,0.0,1.0,1.4949600181318874,11560620,관찰 필요,생활 밀착형,방문성 검토
마포구,상암동,2587165.1,77870.59,61997.34,354010.62,49510.96,699199.32,155419.82,161870.48,1.4893377858731927,2.0924545536349295,0.8615953825167671,0.26118347599553404,0.03927800521027168,0.07660736368365473,0.06099161150312582,0.34826781605502277,0.04870778709968529,0.6878568223844725,0.15289858050886934,0.15924459710665811,0.0,0.0,0.0,1.0,1.4893377858731927,11440740,광역 목적지형,생활 밀착형,방문성 검토
서초구,서초동,11759700.979999999,354481.59,229328.72,1591944.73,171508.96,2935872.13,711730.5700000001,824556.53,1.4827748073865075,2.0765106616017954,0.39078034997127836,0.24165213989891213,0.036168085112785665,0.0808849280856786,0.05169630385138201,0.35709315941021236,0.03926116465756653,0.6574169371876304,0.15868815590837285,0.18389490690399674,0.0,0.0,0.0,1.0,1.4827748073865075,11650531,광역 목적지형,생활 밀착형,방문성 검토
성북구,석관동,1375441.15,72626.69,9361.27,125981.35,34898.22,244380.17,53384.28,90875.25,1.4784576291969,1.7430349718770115,0.37796763240015935,0.1959127798963528,0.03967536912095434,0.18687408929144397,0.024087271578276743,0.32415975516654627,0.08979581859496083,0.6288090743174205,0.13736188042549435,0.23382904525708514,0.0,0.0,0.0,1.0,1.4784576291969,11290810,관찰 필요,생활 밀착형,방문성 검토
관악구,난곡동,604253.99,36607.68,2698.89,48893.409999999996,13541.12,104034.39,22704.02,40499.37,1.4713788470745752,1.5209522274863336,0.07081911487394071,0.15912203913491246,0.0587705973223481,0.218895993477072,0.01613804010074757,0.29235864049379273,0.08096926424160857,0.6220746891043399,0.13575891763212833,0.24216639326353173,0.0,0.0,0.0,1.0,1.4713788470745752,11620775,관찰 필요,생활 밀착형,방문성 검토
은평구,불광동,2311588.98,121404.02,11949.470000000001,183335.52000000002,50008.08,360576.29000000004,81785.78,148444.06,1.4696107398154843,1.5277352846641468,-0.11019721593508092,0.1766002550262607,0.03656817562497401,0.2062360990908541,0.02010637290655036,0.31031701462443506,0.0846887220419523,0.6101606635420453,0.13837357228630653,0.2514657641716481,0.0,0.0,0.0,1.0,1.4696107398154843,11380520,야간 소비형,불명확,방문성 검토
구로구,개봉동,2787149.74,140341.43,13757.47,226111.08000000002,53872.729999999996,434273.10000000003,97523.37,180690.77000000002,1.1214034153068155,1.1214034153068155,-2.131722592871864,0.07734521922757412,0.026582537986700194,0.1956229779356454,0.01961339418541098,0.31840339548612,0.07531449670222513,0.6107228338080753,0.13624935415489234,0.25302781203703234,0.0,0.0,0.0,1.0,1.4547367486401488,11530750,관찰 필요,목적 방문형,방문성 검토
중랑구,묵동,1911519.8,99370.23000000001,10240.18,159554.32,40735.6,306583.56,70034.67,127592.65,1.1929944624424498,1.3200969168164014,-0.008926003456590947,0.18338234667386083,0.047301962860002655,0.19949257775085438,0.019860296970241862,0.312329228154616,0.08372800724033355,0.6095900214587566,0.1382004640554371,0.2522095144858063,0.0,0.0,0.0,1.0,1.4429944624424498,11260620,관찰 필요,목적 방문형,방문성 검토
강북구,삼양동,841110.68,40781.58,3999.74,60147.04,19491.93,114391.59,25852.35,49391.38,0.9358222754059699,0.9358222754059699,-1.3998293984443944,0.10515248065543922,0.04021392808375057,0.21505266002135046,0.02109174598909106,0.3171721386079344,0.10278639021464989,0.6032187991140047,0.1363266610882403,0.26045453979775496,0.0,0.0,0.0,1.0,1.43582227540597,11305534,관찰 필요,목적 방문형,방문성 검토
성동구,금호4가동,546762.12,28608.74,2868.7599999999998,48349.67,12007.18,87089.5,21014.78,38428.73,0.9206610836827115,0.9206610836827115,-1.8649836437652956,0.13124778537079218,0.02751202227284232,0.1952375099644783,0.019577568221658723,0.3299575297061051,0.08194180956222764,0.5943336590164905,0.1434132827818114,0.26225305820169803,0.0,0.0,0.0,1.0,1.4206610836827114,11200620,관찰 필요,목적 방문형,방문성 검토
성북구,보문동,704776.33,41797.39,4351.37,96981.3,16756.97,161477.51,36375.2,60529.36,1.4113850961662195,2.1380749745917513,1.0381283977507596,0.3028909681115142,0.047739163643307235,0.16176582995871192,0.016840835743749557,0.3753406728260982,0.06485345519524632,0.6249563292065893,0.14078066639840758,0.2342630043950031,0.0,0.0,0.0,1.0,1.4113850961662195,11290610,소규모 2030 집중형,생활 밀착형,혼재형 (상권+거주)
동작구,사당동,4588452.98,272164.89,28470.07,492805.55000000005,84688.72,894363.96,220265.46,382242.72,1.4033552659770017,2.04090945547171,0.5273060013456918,0.2573737282282777,0.04107475387183772,0.19262411320897796,0.019983161172543187,0.32151235651375204,0.061460547952308445,0.6082347808142435,0.1435941083846343,0.2481711108011222,0.0,0.0,0.0,1.0,1.4033552659770017,11590640,관찰 필요,불명확,방문성 검토
서초구,잠원동,1855539.72,72402.02,22242.87,190645.95,46082.29,340857.82,84181.23,132262.34,1.3981750211909145,1.3981750211909145,-0.5717038372609142,0.16948865053629333,0.02608880019955101,0.12991537666898695,0.039911743266960086,0.3420876987225889,0.08268827393378653,0.6116220524768474,0.15105153425151155,0.23732641327164103,0.0,0.0,0.0,1.0,1.3981750211909145,11650540,광역 목적지형,불명확,방문성 검토
중구,중림동,608174.62,26657.7,7118.2,79228.0,10738.81,130067.63,32095.39,52746.21,1.3981550668567082,1.3981550668567082,-1.6103920624842287,0.17434215046375814,0.027076605977327375,0.12404167098825862,0.033121890576779785,0.3686579678313491,0.04996904972392297,0.6052212368915006,0.14934393464626902,0.2454348284622303,0.0,0.0,0.0,1.0,1.3981550668567082,11140680,관찰 필요,불명확,방문성 검토
관악구,성현동,883830.83,47758.52,3301.31,63547.32,15237.14,127593.44,29078.37,52987.93,1.3779043010020908,1.3779043010020908,-1.5879553786884126,0.10378734963135429,0.026547665243823567,0.22779060968023712,0.015746036888150294,0.30309739008547854,0.07267556470307557,0.6085738730764428,0.13869315110282976,0.25273297582072746,0.0,0.0,0.0,1.0,1.3779043010020908,11620565,관찰 필요,불명확,방문성 검토
동대문구,휘경동,1812635.92,130870.09,14662.32,228935.05,59053.59,431988.99,93378.70999999999,161764.96000000002,1.1245486084316163,2.931302972428838,2.5810776628531737,0.3956139574404272,0.0545510205436474,0.19130332920841595,0.02106621794738611,0.33291892486902597,0.08581617198778846,0.6271845715393981,0.13586003892410797,0.23695538953649387,0.0,0.0,0.0,1.0,1.3745486084316163,11230720,야간 소비형,목적 방문형,혼재형 (상권+거주)
광진구,구의동,4007799.1,210182.64,32788.83,441858.27,75863.32,794746.14,190501.76,315837.16000000003,1.3682878107231768,2.082959789659615,0.7220602058377787,0.26008777252277276,0.03791609970316444,0.16620387288627125,0.024166257937852903,0.3398948803273419,0.060145233609191995,0.6090481801547919,0.1448039549283062,0.2461478649169021,0.0,0.0,0.0,1.0,1.3682878107231768,11215870,광역 목적지형,불명확,방문성 검토
송파구,석촌동,1541261.81,98081.51,12627.19,183603.14,31907.39,330969.58,78144.47,141923.69,1.3625091552789657,2.777210500334604,2.0210019215080552,0.3230808294540838,0.042515446466356334,0.17799417876532375,0.022915290702230307,0.33319521817144504,0.057904182751620605,0.600629604788957,0.14181328124639883,0.25755711396464426,0.0,0.0,0.0,1.0,1.3625091552789657,11710600,광역 목적지형,불명확,혼재형 (상권+거주)
중구,약수동,570525.82,27709.04,3903.23,51774.18,11945.35,94668.42,22529.17,40600.25,0.8555038961269639,0.8555038961269639,-1.9085141799888121,0.1339586144849303,0.01888888888888889,0.17559834786078188,0.024735636432032276,0.3281044911641376,0.07570033911744294,0.5999348280052502,0.1427723598751415,0.25729281211960825,0.0,0.0,0.0,1.0,1.3555038961269639,11140635,관찰 필요,목적 방문형,방문성 검토
강서구,공항동,2399105.53,75117.34,43764.93,320115.29,47156.51,492136.88,121213.20999999999,202993.61,1.3493309531560653,1.5737218525718388,0.32055842773681914,0.23340020844189682,0.032295466388744136,0.09201680615652451,0.05361091167850013,0.3921329827130411,0.0577655097969152,0.6028549984522451,0.1484830592800557,0.24866194226769925,0.0,0.0,0.0,1.0,1.3493309531560653,11500620,광역 목적지형,불명확,방문성 검토
강동구,길동,3032317.37,137053.26,27274.51,302264.13,56042.39,525333.35,125769.3,218451.81,1.3467379773675272,1.911177284482822,0.8063418673075642,0.208652272085803,0.03605136889641546,0.15761319883288277,0.03136607452970801,0.3476080497591836,0.06444954580533116,0.6041408263261625,0.14463648429794726,0.25122268937589026,0.0,0.0,0.0,1.0,1.3467379773675272,11740685,관찰 필요,불명확,방문성 검토
강서구,우장산동,1359643.09,66959.17,8844.23,106851.56,24218.46,210868.87,47290.53,81852.8,1.341633420952062,1.341633420952062,-1.378022576192567,0.09467680608365019,0.025598406663045446,0.19693166892246805,0.026011507822366373,0.31425801780053775,0.0712282088701523,0.6201803052949276,0.1390848034276417,0.24073489127743064,0.0,0.0,0.0,1.0,1.341633420952062,11500615,야간 소비형,생활 밀착형,방문성 검토
중랑구,중화동,1561144.29,81562.05,7251.76,127846.39,34982.38,250269.45,57299.46,101496.07,1.089152933286442,1.2582727823555264,-0.2522689563944194,0.17373760280477368,0.0473213778985063,0.19798848927771773,0.01797222079026469,0.3131654702025919,0.08464147279557774,0.613731731155766,0.1402190680958389,0.24604920074839515,0.0,0.0,0.0,1.0,1.339152933286442,11260610,관찰 필요,목적 방문형,방문성 검토
동대문구,장안동,3275656.05,154085.66999999998,24678.36,290633.58,73772.4,559648.96,130158.64000000001,212616.89,1.3377979863324212,1.5375869566984695,-0.29490456744983584,0.1555478386604464,0.03822130621217114,0.1709600326824262,0.027051649123612687,0.3243144127309541,0.08174033803701863,0.6190473563665614,0.14398460104265787,0.2369680425907808,0.0,0.0,0.0,1.0,1.3377979863324212,11230650,관찰 필요,생활 밀착형,방문성 검토
송파구,장지동,1219509.08,58395.86,9240.08,100705.48,21162.89,198591.76,45628.19,77306.54,1.3350457792361605,1.3350457792361605,-1.4420688389508411,0.10098460842009958,0.02840651878678135,0.18162068077190158,0.0287381608899472,0.31321052271618427,0.06582005109439039,0.617652872085283,0.1419111377106129,0.24043599020410417,0.0,0.0,0.0,1.0,1.3350457792361605,11710646,관찰 필요,생활 밀착형,방문성 검토
금천구,독산동,3536343.86,226725.24000000002,30345.350000000002,343782.14,89253.9,723376.9600000001,165428.08,277908.94,1.1798341009457398,1.763142885278461,0.47590367986513865,0.21635915012204154,0.0481482252017727,0.19520320028329707,0.022403010024282098,0.3029631489498722,0.07614332443997046,0.6134483136543943,0.1417200301536763,0.24483165619192937,0.0,0.0,0.0,1.0,1.3048341009457398,11545620,관찰 필요,불명확,방문성 검토
송파구,가락동,2531647.04,105969.01999999999,17488.06,206316.77,45302.6,384114.62,90898.01000000001,156625.58,1.0293077416544554,1.0293077416544554,-1.7531760488956,0.09621978858744595,0.02767881127447592,0.1685188886868692,0.027643865674433866,0.32566559661849437,0.07135870583270248,0.6088744167793779,0.14385931353218534,0.24726626968843676,0.0,0.0,0.0,1.0,1.2793077416544554,11710632,관찰 필요,생활 밀착형,방문성 검토
관악구,은천동,1177925.82,76225.15,6611.57,108076.56,24821.83,215864.48,49889.700000000004,89890.32,1.2777837886319758,2.34923551600419,1.5306453248174487,0.2729886332131966,0.04777562147675816,0.21432961848137674,0.018590390122720863,0.3038893051909983,0.06979393748532595,0.6069670134080521,0.1402796894089463,0.2527532971830016,0.0,0.0,0.0,1.0,1.2777837886319758,11620605,야간 소비형,불명확,혼재형 (상권+거주)
서대문구,홍은동,1779578.9300000002,87434.56,11312.400000000001,149265.46000000002,41842.2,289753.8,59216.95,109060.79000000001,1.0139170861342688,1.1496507268211307,-0.4970300088147069,0.16848005567421437,0.03740767297217907,0.19492961098267902,0.023811090354115036,0.32116554473210435,0.09241786395018742,0.6291688008042429,0.12989539072846698,0.24093580846729012,0.0,0.0,0.0,1.0,1.2639170861342688,11410660,관찰 필요,목적 방문형,방문성 검토
강동구,성내동,4060336.84,186680.88,27000.08,441176.07,69695.11,736690.1499999999,178100.0,320140.86,1.246045293384188,1.5435650490279056,-0.039002480177094956,0.21054236102285717,0.03593185602965528,0.14988473176163816,0.022961014782977063,0.35588152326054967,0.05674164234207468,0.6004177935161109,0.14456120581603912,0.25502100066784994,0.0,0.0,0.0,1.0,1.246045293384188,11740650,관찰 필요,불명확,방문성 검토
서대문구,북가좌동,1831075.1800000002,87503.45000000001,8970.26,147156.77000000002,38914.2,267379.89,61265.560000000005,113892.22,0.7319057947204993,0.7975559682144385,-1.2176013968032444,0.1334828771787688,0.03506180965571716,0.19843210594214034,0.02093837915969966,0.3292783775103455,0.08838431374218905,0.6042503100730994,0.13826461008423746,0.2574850798426632,0.0,0.0,0.0,1.0,1.2319057947204994,11410720,야간 소비형,목적 방문형,방문성 검토
종로구,사직동,2395941.63,39185.85,57270.03,375961.17,36902.94,590561.11,140869.44,191773.38,1.2223400747867519,1.4453658106560099,0.3186081940989401,0.31400463857750294,0.04577116350985697,0.04244549738864305,0.06203399719063154,0.40723523566456216,0.03997268512494309,0.63968652083186,0.15258756534972723,0.2077259138184128,0.0,0.0,0.0,1.0,1.2223400747867519,11110530,광역 목적지형,생활 밀착형,혼재형 (상권+거주)
노원구,상계동,5995652.3100000005,268515.52,25574.9,582730.7,98014.88,917844.32,226585.35,436876.99,0.9719034341489956,0.9719034341489956,-1.6194572497785458,0.10158327143322272,0.03715868887094155,0.18104213454670534,0.017357446155469813,0.3541900733538114,0.06780914041180536,0.592189872929654,0.14146897959200708,0.266341147478339,0.0,0.0,0.0,1.0,1.2219034341489956,11350700,관찰 필요,목적 방문형,방문성 검토
양천구,목동,6563548.9799999995,256707.16,43266.76,563525.45,92613.09,937579.63,218095.02000000002,402529.18,1.001943239469677,1.0286703224428524,-1.6776073144000694,0.11290863324141553,0.028289035463154387,0.18093043863666092,0.024947646356420616,0.34548465916492416,0.06437315800533619,0.6045030631077634,0.1388910864570287,0.256605850435208,0.0,0.0,0.0,1.0,1.201943239469677,11470520,관찰 필요,불명확,방문성 검토
강동구,강일동,1350246.99,53285.8,7279.45,98893.92,24506.74,178229.05,40580.35,74983.13,0.6971017225506897,0.6971017225506897,-2.2021646598066087,0.07305486024196914,0.016290154359616185,0.18137220847650554,0.02477751901996964,0.33661141758777874,0.08341512291003451,0.6066493589881268,0.13812587406493965,0.25522476694693363,0.0,0.0,0.0,1.0,1.1971017225506897,11740515,관찰 필요,목적 방문형,방문성 검토
마포구,신수동,798135.22,42679.090000000004,6697.6900000000005,77601.06,16234.14,147559.55,33695.28,54948.42,1.1965493265464429,1.4732349017442783,0.3952651074254794,0.2253800547278808,0.04586044390392217,0.1806879879933913,0.02835562169445171,0.328535106947089,0.06872953695599023,0.6247143085457122,0.14265375264734925,0.2326319388069385,0.0,0.0,0.0,1.0,1.1965493265464429,11440630,관찰 필요,생활 밀착형,방문성 검토
서대문구,천연동,601777.95,32269.71,4854.71,51301.11,12258.17,100290.3,21252.8,38414.71,1.1940803673434375,1.1940803673434375,-1.2113810375330067,0.15303745928338763,0.031278501628664496,0.20173888352184866,0.030349940399909202,0.3207165064337903,0.07663376986719185,0.6269797017100948,0.1328650348488767,0.2401552634410286,0.0,0.0,0.0,1.0,1.1940803673434375,11410520,관찰 필요,생활 밀착형,방문성 검토
송파구,위례동,1652644.36,70007.24,11762.9,142599.62,28389.67,250077.39,58747.66,102710.52,1.1832903258368954,1.1832903258368954,-3.195939696088473,0.04000130140551796,0.022040603852160334,0.17011224570454506,0.02858294849215585,0.3465061841434508,0.06898472955812786,0.607668955565615,0.14275232636634544,0.24957871806803966,0.0,0.0,0.0,1.0,1.1832903258368954,11710647,관찰 필요,불명확,방문성 검토
중구,다산동,874550.97,38210.33,6619.08,107029.29,16223.06,181001.91,44095.88,69608.32,1.1696984589774404,1.4039635939586845,0.33466447854463466,0.26524073285044736,0.040507030251384746,0.12965571022602823,0.022459934746517474,0.3631729589861574,0.05504826486291716,0.6141776632998889,0.14962662294310763,0.23619571375700357,0.0,0.0,0.0,1.0,1.1696984589774404,11140625,관찰 필요,불명확,방문성 검토
영등포구,신길동,3371253.74,200140.13,24446.27,328558.69,67721.87,625389.19,143446.38,259746.75,0.8300056431823877,1.344587894517539,-0.0025949639611743494,0.22487291046890254,0.049757011590164046,0.19531502498819775,0.023366383832588555,0.31863817471826045,0.06880895085721665,0.6075571955634033,0.13832463535559925,0.2541181690809975,0.0,0.0,0.0,1.0,1.163338976515721,11560690,관찰 필요,목적 방문형,방문성 검토
성북구,장위동,1962263.96,97521.71,11350.960000000001,174985.49,45531.44,320499.78,71478.7,133104.14,0.989226880035562,0.989226880035562,-1.2710670568076472,0.13371742721703617,0.041492228080108884,0.18611344657973852,0.021441332222286252,0.3315330205594302,0.08608881657412833,0.6138116055137841,0.13619580571283899,0.2499925887733769,0.0,0.0,0.0,1.0,1.1558935467022287,11290760,관찰 필요,목적 방문형,방문성 검토
서대문구,충현동,2598614.47,66328.87,70088.61,367465.82,42414.28,727750.02,161316.63,123762.3,1.1530302674512385,1.900425750357099,1.067707832722658,0.30085778443113775,0.03893562874251497,0.06548871850473863,0.06920083593582115,0.36281133156788226,0.04187704152808824,0.7185320087858863,0.15927332053452858,0.12219467067958514,0.0,0.0,0.0,1.0,1.1530302674512385,11410565,광역 목적지형,생활 밀착형,방문성 검토
중랑구,면목동,2333761.0100000002,121748.95999999999,11102.2,178131.13,52604.57,353857.33999999997,79164.56,146501.47,0.8987802388055526,0.8987802388055526,-0.7022932404665965,0.1603715527824407,0.04278186007045154,0.20928874777881834,0.01960733343313452,0.3081624707248525,0.090762941207914,0.6103961033408893,0.13653160282048074,0.25307229383862995,0.0,0.0,0.0,1.0,1.1487802388055526,11260570,관찰 필요,목적 방문형,방문성 검토
노원구,중계2·동,1289348.64,51905.56,6036.43,98866.06,19151.66,172566.94,39033.61,73448.77,0.6397700058024978,0.6397700058024978,-1.836742869059201,0.07581912266258967,0.03384217335058215,0.18209326021195207,0.021176791440863638,0.3468384348364697,0.06718718009921931,0.6053932701891729,0.13693633789408793,0.2576703919167392,0.0,0.0,0.0,1.0,1.1397700058024978,11350625,관찰 필요,목적 방문형,방문성 검토
중랑구,면목3·동,1253472.76,55473.07,8257.93,118880.63,20923.45,224490.09,48383.54,76496.72,1.1394972015331812,1.2679422224587773,0.18349288703656585,0.19664350334338535,0.044595515930247805,0.15878013117026102,0.023636607972027393,0.34027109054904064,0.05988902607218959,0.6425562157750365,0.13848782531202206,0.21895595891294153,0.0,0.0,0.0,1.0,1.1394972015331812,11260575,관찰 필요,생활 밀착형,방문성 검토
강서구,발산동,2213081.05,73914.29,27531.04,233092.66,35916.72,393116.56,95295.95,141562.48,1.120320848480854,1.120320848480854,-2.574229339493835,0.05325882483124931,0.023413743498948765,0.1173289276134597,0.04370179838409141,0.37000303773964105,0.057012929989490535,0.6240193122587295,0.15126941785419132,0.22471126988707918,0.0,0.0,0.0,1.0,1.120320848480854,11500611,관찰 필요,생활 밀착형,방문성 검토
구로구,수궁동,859432.17,36565.99,5538.77,57945.340000000004,11524.11,113941.44,26413.5,47612.0,0.6052215994629595,0.6052215994629595,-2.2070568595389384,0.0790253838921968,0.029094327796928863,0.1945341558467675,0.029466724308008632,0.3082741039461514,0.06130923874166383,0.6061780864230699,0.14052205137775822,0.25329986219917183,0.0,0.0,0.0,1.0,1.1052215994629595,11530790,관찰 필요,목적 방문형,방문성 검토
동작구,신대방동,2396846.66,117855.14000000001,33112.34,238621.69,43404.57,472096.89,103217.31,179623.81,1.1029060506037967,1.7026306529771662,0.8081726047124513,0.2507354247356967,0.05018347360765889,0.15822781336032785,0.041953734000160205,0.3145405180504431,0.05822268762746845,0.6220459894019044,0.135981614777753,0.24197239582034258,0.0,0.0,0.0,1.0,1.1029060506037967,11590670,관찰 필요,불명확,방문성 검토
강동구,암사동,2814318.19,120709.54000000001,16563.600000000002,262191.3,41367.39,433255.72,100911.25,194359.72,0.7655347942492196,0.7655347942492196,-1.8584910996248232,0.11012966013191872,0.028901997173819294,0.17850512025283083,0.02081417227829925,0.34644215138945317,0.058724439577193754,0.599579136850703,0.13852910780329744,0.2618917553459997,0.0,0.0,0.0,1.0,1.098868127582553,11740580,관찰 필요,목적 방문형,방문성 검토
송파구,삼전동,1093310.07,78577.84,9531.24,109977.89,26771.79,234233.64,53625.03,86972.84,1.0983711291346905,2.8398195912710253,2.4877835173376215,0.35595059169042065,0.04894100371426103,0.209635097113367,0.02542806499912454,0.2934062026962461,0.07142353106866603,0.6249038134494083,0.14306435977060733,0.2320318267799844,0.0,0.0,0.0,1.0,1.0983711291346905,11710610,야간 소비형,생활 밀착형,혼재형 (상권+거주)
관악구,남현동,1094389.86,72603.36,9928.72,141937.57,23375.29,252979.6,64199.97,114073.7,1.08833744119536,2.9621420958585416,2.676863792375974,0.3951742249551627,0.05886113246220855,0.16835434082621564,0.023022944266602313,0.32912810145184523,0.05420316001314031,0.5866149142474908,0.14886836684160099,0.26451671891090817,0.0,0.0,0.0,1.0,1.08833744119536,11620630,관찰 필요,불명확,혼재형 (상권+거주)
성북구,정릉동,3174306.86,159055.43,21720.760000000002,376555.36,74310.52,680317.53,133480.96,190662.37,1.085601521161091,1.43280144541337,-0.5693097319132698,0.1727086664195463,0.03979017043586499,0.17436777327567562,0.02193105803524483,0.35616659797391487,0.08057557750785894,0.6568671547173346,0.13306940221776326,0.2100634430649021,0.0,0.0,0.0,1.0,1.085601521161091,11290640,관찰 필요,생활 밀착형,방문성 검토
관악구,삼성동,671506.68,29975.23,3375.47,48755.75,10433.11,90669.27,19887.920000000002,37901.24,0.5750467037338749,0.5750467037338749,-1.505115313853943,0.1133564645726808,0.038703433162892625,0.20190992185489232,0.02273680248403543,0.32841348248125757,0.0702763056297982,0.6107384403836145,0.13396288779289936,0.2552986718234862,0.0,0.0,0.0,1.0,1.075046703733875,11620745,관찰 필요,목적 방문형,방문성 검토
중랑구,상봉동,2424748.16,142049.53,14540.15,292895.52,56557.82000000001,477920.58,117634.15,229194.35,1.0685258041470895,2.052504206942949,0.6375218340847051,0.24989722407188822,0.050934925838617195,0.16976814645664626,0.017375635412354172,0.3639706961246073,0.06771708907102618,0.579593749963996,0.14046037974369058,0.2799458702923134,0.0,0.0,0.0,1.0,1.0685258041470895,11260580,관찰 필요,불명확,방문성 검토
은평구,응암동,3307624.6,160443.77,15898.22,288017.13,71074.4,519935.33999999997,119772.23999999999,222955.51,0.8937552513948593,1.196649140036735,-0.19010309287075944,0.1848784688715517,0.04168158152258877,0.18859643550313157,0.01859846156985245,0.3312715089786655,0.0847841652880147,0.6039579921999768,0.1382974582728416,0.2577445495271816,0.0,0.0,0.0,1.0,1.060421918061526,11380600,관찰 필요,불명확,방문성 검토
서대문구,홍제동,2298623.56,109441.03,13202.52,196973.73,44462.32,358527.19,79068.79000000001,149720.11,0.8919267315786971,0.8919267315786971,-1.3910981106352784,0.13006410676195249,0.03848744567361636,0.1893752850182452,0.022043993823361908,0.3323762343888382,0.07618686879300647,0.6110816951434951,0.1345202472695144,0.25439805758699063,0.0,0.0,0.0,1.0,1.0585933982453637,11410620,관찰 필요,불명확,방문성 검토
서대문구,북아현동,468355.48,24330.71,6215.65,43706.05,11475.24,88889.5,20202.68,30867.26,1.0533987970081238,1.0533987970081238,-1.2493996625415897,0.15981530343007916,0.03330534900455745,0.1738411499788796,0.044410366317555995,0.3122765424039993,0.08198975360290095,0.6351090001503292,0.14434667643711635,0.22054432341255437,0.0,0.0,0.0,1.0,1.0533987970081238,11410555,관찰 필요,생활 밀착형,방문성 검토
종로구,청운효자동,978311.38,23684.98,13671.2,178506.8,13363.15,204160.85,49550.7,106972.6,1.0528750679282117,1.0528750679282117,-0.8881346013252057,0.19387339392040112,0.04189909119398307,0.0656668167980212,0.03790352306859062,0.494911683809782,0.03704945171557996,0.5660377646203749,0.13737975455810852,0.29658248082151656,0.0,0.0,0.0,1.0,1.0528750679282117,11110515,관찰 필요,불명확,방문성 검토
중구,청구동,368175.52,20920.86,3128.16,32435.63,8318.16,66629.15,14818.0,25986.86,1.0404295353757311,1.0404295353757311,-1.0581903954964067,0.16593253012048192,0.03783855421686747,0.1947321895552442,0.02911703658832059,0.30191212261368633,0.0774257611719045,0.6201867546412909,0.13792652810781242,0.24188671725089664,0.0,0.0,0.0,1.0,1.0404295353757311,11140645,관찰 필요,생활 밀착형,방문성 검토
강남구,개포동,3421733.96,140218.49,19348.4,254459.69,44319.7,443495.92,103032.7,190594.48,0.7064533941042095,0.7064533941042095,-1.2343633815039408,0.1467349764627082,0.025740717458403783,0.18970405069212823,0.02612343105996474,0.3464758752396302,0.05991426653009745,0.6026809487937244,0.13970751452273283,0.25761153668354275,0.0,0.0,0.0,1.0,1.0397867274375427,11680670,관찰 필요,목적 방문형,방문성 검토
