year_month,route_no,route_name,station_id,ars_id,station_name,board_total,alight_total,total_count
202604,5536,5536번(하안동~중앙대),213000074,38142,하안버스공영차고지(00064),5,1789,1794
202604,5714,5714번(광명공영차고지~이대입구),213000074,38142,하안버스공영차고지(00094),5,523,528
202604,5630,5630번(광명공영차고지~목동역),213000074,38142,하안버스공영차고지(00066),2176,953,3129
202604,5535,5535번(하안동~노량진),213000074,38142,하안버스공영차고지(00081),1,551,552
202604,503,503번(광명공영차고지~서울역),213000074,38142,하안버스공영차고지(00088),1,175,176
202604,504,504번(광명공영차고지~남대문),213000074,38142,하안버스공영차고지(00096),16,5314,5330
202604,5634,5634번(광명공영차고지~여의도),213000074,38142,하안버스공영차고지(00055),9,3422,3431
202604,5535,5535번(하안동~노량진),213000075,38626,하안버스공영차고지(00002),674,32,706
202604,5634,5634번(광명공영차고지~여의도),213000075,38626,하안버스공영차고지(00002),5307,49,5356
202604,5536,5536번(하안동~중앙대),213000075,38626,하안버스공영차고지(00002),2110,32,2142
202604,5714,5714번(광명공영차고지~이대입구),213000075,38626,하안버스공영차고지(00002),989,25,1014
202604,5630,5630번(광명공영차고지~목동역),213000075,38626,하안버스공영차고지(00002),890,20,910
202604,504,504번(광명공영차고지~남대문),213000075,38626,하안버스공영차고지(00002),4990,56,5046
202604,503,503번(광명공영차고지~서울역),213000075,38626,하안버스공영차고지(00002),299,13,312
202604,6637,6637번(광명 노온사동~목동),213000076,38775,영서전력소(00006),618,26,644
202604,503,503번(광명공영차고지~서울역),213000085,38164,가림초등학교.자동차경매장(00087),57,204,261
202604,5714,5714번(광명공영차고지~이대입구),213000085,38164,가림초등학교.자동차경매장(00093),146,744,890
